time pitch RMS intensity loudness no speaking laughingAndSpeaking smallLaugh bigLaugh
7.24 194.985 0.083222 66.292 32.506 0 0 0 0 1
7.28 195.047 0.008010 39.125 10.351 0 0 0 0 1
7.32 195.082 0.001457 35.252 5.649 0 0 0 0 1
7.36 195.118 0.001329 40.557 4.377 0 0 0 0 1
7.40 195.161 0.009511 61.013 6.869 0 0 0 0 1
7.44 197.435 0.053249 66.341 23.750 0 0 0 0 1
7.48 205.924 0.025622 42.509 11.679 0 0 0 0 1
7.52 210.723 0.001738 38.390 5.978 0 0 0 0 1
7.56 215.522 0.001482 35.377 4.761 0 0 0 0 1
7.60 221.432 0.001133 39.399 3.658 0 0 0 0 1
7.64 234.702 0.028520 69.432 10.142 0 0 0 0 1
7.68 254.949 0.068007 64.014 24.942 0 0 0 0 1
7.72 257.494 0.002390 40.020 7.340 0 0 0 0 1
7.76 258.932 0.003576 36.745 5.087 0 0 0 0 1
7.80 260.371 0.001156 38.599 4.134 0 0 0 0 1
7.84 262.142 0.015894 66.186 6.412 0 0 0 0 1
7.88 258.511 0.089403 72.981 24.728 0 0 0 0 1
7.92 236.172 0.092873 51.908 17.703 1 0 0 0 0
7.96 223.541 0.001166 31.055 5.373 1 0 0 0 0
8.00 210.911 0.000653 26.093 3.105 1 0 0 0 0
8.04 195.360 0.000471 30.786 2.051 1 0 0 0 0
8.08 178.398 0.009557 59.470 5.403 1 0 0 0 0
8.12 187.421 0.021429 60.743 12.201 1 0 0 0 0
8.16 189.978 0.027071 63.484 18.651 1 0 0 0 0
8.20 188.626 0.030460 63.290 21.184 1 0 0 0 0
8.24 185.628 0.028964 63.903 21.606 1 0 0 0 0
8.28 178.438 0.032223 61.885 19.882 0 1 0 0 0
8.32 173.478 0.018075 40.473 6.413 0 1 0 0 0
8.36 170.025 0.000444 37.556 2.685 0 1 0 0 0
8.40 164.192 0.081108 78.964 13.164 0 1 0 0 0
8.44 162.926 0.131307 72.700 33.829 0 1 0 0 0
8.48 183.723 0.050918 65.693 27.174 0 1 0 0 0
8.52 215.654 0.090163 74.788 32.122 0 1 0 0 0
8.56 226.525 0.096282 73.024 32.783 0 1 0 0 0
8.60 201.044 0.073092 71.012 31.063 0 1 0 0 0
8.64 161.444 0.070562 69.044 28.695 1 0 0 0 0
8.68 136.802 0.051322 65.659 25.120 1 0 0 0 0
8.72 127.428 0.024664 51.367 13.972 1 0 0 0 0
8.76 127.711 0.001555 24.503 3.248 1 0 0 0 0
8.80 127.871 0.000257 20.704 1.899 1 0 0 0 0
8.84 128.031 0.000539 32.123 1.672 1 0 0 0 0
8.88 128.191 0.000820 30.123 1.638 1 0 0 0 0
8.92 128.351 0.000483 29.996 1.613 1 0 0 0 0
8.96 128.511 0.001174 33.674 1.656 1 0 0 0 0
9.00 128.671 0.000294 22.767 1.623 1 0 0 0 0
9.04 128.832 0.000433 28.606 1.623 1 0 0 0 0
9.08 128.992 0.000715 31.416 1.659 1 0 0 0 0
9.12 129.152 0.000674 30.368 1.639 1 0 0 0 0
9.16 129.312 0.000775 30.948 1.625 1 0 0 0 0
9.20 129.472 0.000561 30.311 1.611 1 0 0 0 0
9.24 129.632 0.000566 27.405 1.609 1 0 0 0 0
9.28 129.792 0.000408 26.801 1.603 1 0 0 0 0
9.32 129.952 0.000491 27.961 1.601 1 0 0 0 0
9.36 130.112 0.000680 34.094 1.631 1 0 0 0 0
9.40 130.273 0.001668 32.960 1.649 1 0 0 0 0
9.44 130.433 0.000583 25.393 1.614 1 0 0 0 0
9.48 130.593 0.000305 21.240 1.610 1 0 0 0 0
9.52 130.753 0.000199 22.224 1.602 1 0 0 0 0
9.56 130.913 0.000589 30.892 1.609 1 0 0 0 0
9.60 131.073 0.000473 23.485 1.603 1 0 0 0 0
9.64 131.233 0.000191 19.437 1.601 1 0 0 0 0
9.68 131.393 0.000299 25.141 1.604 1 0 0 0 0
9.72 131.553 0.000303 20.892 1.601 1 0 0 0 0
9.76 131.713 0.000207 18.717 1.603 1 0 0 0 0
9.80 131.874 0.000159 15.985 1.601 1 0 0 0 0
9.84 132.034 0.000128 16.419 1.601 1 0 0 0 0
9.88 132.194 0.000219 20.353 1.601 1 0 0 0 0
9.92 132.354 0.000153 17.889 1.601 1 0 0 0 0
9.96 132.514 0.000217 23.330 1.631 1 0 0 0 0
10.00 132.674 0.000698 24.040 1.738 1 0 0 0 0
10.04 132.834 0.000207 19.325 1.665 1 0 0 0 0
10.08 132.994 0.000233 22.610 1.684 1 0 0 0 0
10.12 133.154 0.000313 22.713 1.658 1 0 0 0 0
10.16 133.315 0.000200 19.806 1.658 1 0 0 0 0
